term	common	ctrl_t0_green_VS_ctrl_t0_red_FC	ctrl_t0_red_VS_ctrl_t0_blue_FC	ctrl_t1_green_VS_ctrl_t1_red_FC	ctrl_t1_red_VS_ctrl_t1_blue_FC	treatment_t0_green_VS_treatment_t0_red_FC	treatment_t0_red_VS_treatment_t0_blue_FC	treatment_t1_green_VS_treatment_t1_blue_FC	treatment_t1_green_VS_treatment_t1_red_FC	treatment_t1_red_VS_treatment_t1_blue_FC
positive regulation of stress fiber assembly	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0462	1.0
positive regulation of stress-activated MAPK cascade	{'Ncf1', 'Syk', 'Fcgr2b'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0004	0.0102	2.75e-08
positive regulation of stress-activated protein kinase signaling cascade	{'Ncf1', 'Fcgr2b', 'Fgd2', 'Xdh', 'Syk', 'Ptk2b', 'Tlr9', 'Il1b', 'Lyn'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.004	9.86e-09
positive regulation of striated muscle cell differentiation	{'Wisp1', 'Mmp14', 'Arrb2', 'Edn1', 'Tgfb1', 'Cd53'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0425	1.0	0.0081
positive regulation of superoxide anion generation	{'Itgb2'}	1.0	1.0	1.0	1.0	0.0455	0.0149	0.0023	0.0106	0.0094
positive regulation of supramolecular fiber organization	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00074	0.0084	0.0184
positive regulation of synaptic plasticity	{'n/a (just one condition)'}	1.0	0.0387	1.0	1.0	1.0	1.0	1.0	1.0	1.0
positive regulation of synaptic transmission, glutamatergic	{'No common gene'}	0.0174	0.0179	1.0	1.0	1.0	1.0	1.0	0.0311	1.0
positive regulation of syncytium formation by plasma membrane fusion	{'Cd53', 'Nfatc2', 'Il4ra', 'Ccl8'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0054	0.0314
positive regulation of tight junction disassembly	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.024	1.0
positive regulation of tissue remodeling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0141
positive regulation of toll-like receptor 4 signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0246
positive regulation of toll-like receptor signaling pathway	{'Pik3ap1', 'Tlr9', 'Lbp'}	1.0	1.0	1.0	1.0	0.0027	0.00033	1.0	0.00053	7.49e-05
positive regulation of transcription by RNA polymerase II	{'Plac8', 'Pdgfb', 'Nr1h3', 'Grem1', 'Spi1', 'Ier5', 'Tlr9', 'Sbno2', 'Bcl3', 'Irf8', 'Il1b', 'Mafb', 'Hcls1', 'Irf7', 'Slc11a1', 'Jak3', 'Nfatc1', 'Pou2f2', 'Irf5', 'Tmem173', 'Sox18', 'Ciita', 'Nfatc2', 'Runx3', 'Rps6ka1', 'Nfkb2', 'Nos1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2e-05	0.0164
positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation	{'Npnt', 'Itga8'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0344	0.0401
positive regulation of transcription, DNA-templated	{'Plac8', 'Ncf1', 'Pdgfb', 'Nr1h3', 'Grem1', 'Spi1', 'Ier5', 'Tlr9', 'Sbno2', 'Bcl3', 'Irf8', 'Il1b', 'Mafb', 'Hcls1', 'Irf7', 'Slc11a1', 'Jak3', 'Cd38', 'Nfatc1', 'Pou2f2', 'Irf5', 'Tmem173', 'Sox18', 'Cd74', 'Ciita', 'Nfatc2', 'Runx3', 'Rps6ka1', 'Nfkb2', 'Nos1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.05e-05	0.0185
positive regulation of transferase activity	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	1.01e-06	0.00023999999999999998	5.1299999999999996e-08
positive regulation of transforming growth factor beta production	{'Thbs1', 'Atp6ap2', 'Ptgs2', 'Lum', 'Cx3cl1'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0055	1.0	0.017
positive regulation of transforming growth factor beta1 production	{'Atp6ap2', 'Cx3cl1', 'Lum'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0156	1.0	0.0309
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	{'Tgfbr1', 'Tgfb2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00018	0.0244	1.0
positive regulation of transmembrane transport	{'Ank2', 'Fgf14', 'Dmd', 'Cacnb2', 'C1qtnf2', 'Atp1b2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0041	0.0398
positive regulation of transport	{'No common gene'}	1.0	1.0	1.0	1.11e-05	7.699999999999999e-06	2.34e-06	2.89e-18	2.1e-08	8.219999999999996e-22
positive regulation of triglyceride biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.008	1.0
positive regulation of triglyceride metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0054	1.0
positive regulation of tumor necrosis factor biosynthetic process	{'No common gene'}	0.0397	0.0423	1.0	0.0206	0.0243	0.006999999999999999	0.0035	0.0039	7.329999999999999e-05
positive regulation of tumor necrosis factor production	{'Cybb'}	1.0	1.0	1.0	1.0	1.0	0.00018999999999999998	1.18e-05	0.0019	2.63e-10
positive regulation of tumor necrosis factor superfamily cytokine production	{'Cybb', 'Fcer1g', 'Adam8', 'Fcgr3'}	1.0	1.0	1.0	0.0087	1.0	1.0	3.19e-06	0.0005200000000000001	7.27e-11
positive regulation of type 2 immune response	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.004
positive regulation of type I hypersensitivity	{'Fcer1g', 'Fcgr3'}	1.0	1.0	1.0	0.0042	1.0	1.0	1.0	0.0032	0.0219
positive regulation of type I interferon production	{'Irf7', 'Tlr8', 'Plcg2', 'Cd14', 'Syk', 'Tlr9', 'Tmem173', 'Tlr7'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.01e-05	0.00013000000000000002
positive regulation of type III hypersensitivity	{'Fcer1g', 'Fcgr3', 'Fcgr1'}	1.0	1.0	1.0	0.0001	1.0	1.0	0.0111	0.00022	0.0033
positive regulation of type IIa hypersensitivity	{'Fcer1g', 'Fcgr3', 'Fcgr1'}	1.0	1.0	1.0	0.0001	1.0	1.0	0.0111	0.00022	0.0033
positive regulation of tyrosine phosphorylation of STAT protein	{'Hcls1', 'Il6ra', 'Parp14', 'Lyn', 'Csf1r'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0121	0.0009400000000000001
positive regulation of vascular endothelial growth factor production	{'Hpse'}	0.0131	1.0	1.0	1.0	1.0	0.00039	0.0067	1.0	0.0019
positive regulation of vascular endothelial growth factor signaling pathway	{'Smoc2', 'Ccbe1'}	0.0124	0.0141	1.0	1.0	0.0042	0.019	1.0	1.0	1.0
positive regulation of vascular smooth muscle cell proliferation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0199
positive regulation of vasculature development	{'Itgb2', 'Pdgfb', 'Grem1', 'Cybb', 'Ptk2b', 'Il1b', 'C3'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00059	2.9699999999999997e-07
positive regulation of vasoconstriction	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0293
positive regulation of wound healing	{'Pdpn', 'Hpse', 'Selp'}	1.0	1.0	1.0	1.0	0.033	0.00084	6.620000000000001e-05	1.0	0.0011
post-embryonic animal organ development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0446
postsynapse assembly	{'n/a (just one condition)'}	0.0291	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
postsynapse organization	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0119	1.0	1.0	1.0	1.0
potassium ion homeostasis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0479	1.0
potassium ion transmembrane transport	{'Kcnip4', 'Nalcn', 'Kcnd3', 'Kcnab1', 'Kcnip1', 'Kcnma1', 'Atp1b2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0384	0.0146
pre-B cell allelic exclusion	{'Rag1', 'Rag2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0344	0.0401
primary metabolic process	{'Pdgfb'}	1.0	0.0361	1.0	1.0	1.0	1.0	1.0	0.002	0.002
primary neural tube formation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0339	1.0	1.0
production of molecular mediator involved in inflammatory response	{'Syk', 'Fcer1g', 'Cd300a', 'Alox5ap'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0034	3.66e-05	3.16e-05
production of molecular mediator of immune response	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0261
programmed cell death	{'Ncf1', 'Dnmt3a', 'Dram1', 'Dnase2a', 'Dab2', 'P2rx7', 'Card14', 'Bcl2l11', 'Spi1', 'Unc5b', 'Tnfrsf23', 'Bid', 'Rps6ka2', 'Ctsl', 'Taok3', 'Casp4', 'Itgam', 'Inpp5d', 'Naip2', 'E2f1', 'Clu', 'Tnfrsf11b', 'Hmox1', 'Tnfrsf1b', 'Tnfrsf26', 'Il1a', 'Cd5l', 'Elmo1', 'Fnip2', 'Acp2', 'Nek6', 'Acvr1b', 'P2rx4', 'Ngf', 'Tnfaip3', 'Ctsc', 'Steap3', 'Tgfb1', 'Gpx1', 'Naip5', 'Ctsh', 'Gdf6'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00045999999999999996	1.0	2.22e-09
prostaglandin biosynthetic process	{'Tbxas1'}	1.0	1.0	1.0	0.0289	1.0	1.0	0.0081	1.0	0.0063
prostaglandin metabolic process	{'Pdpn', 'Hpgds', 'Tbxas1'}	1.0	1.0	1.0	1.0	1.0	0.0271	0.0017	1.0	0.0023
prostate gland development	{'Sfrp1', 'Anxa1', 'Mmp2', 'Cd44'}	1.0	1.0	1.0	1.0	1.0	0.0235	0.0101	1.0	0.0026
prostate gland epithelium morphogenesis	{'Cd44', 'Mmp2', 'Sfrp1'}	1.0	1.0	1.0	1.0	1.0	0.0329	1.0	1.0	0.04
prostate gland morphogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0471	1.0	1.0
protein activation cascade	{'No common gene'}	2.8899999999999998e-05	2.730000000000001e-05	1.0	0.0026	1.8600000000000002e-07	1.67e-06	1.0	0.0008300000000000001	0.0042
protein autophosphorylation	{'Fgr', 'Syk', 'Hck', 'Fes', 'Csf1r'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0253	0.00057	0.0042
protein folding	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0051	1.0	1.0	1.0	1.0
protein glycosylation	{'Galnt7', 'Gcnt4', 'Mgat5', 'B4galt5', 'Sdf2l1', 'Galnt6', 'Pqlc3', 'Npc1', 'St6galnac4', 'Galnt12', 'B4galt6', 'B3gnt7'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0064	1.0	0.0246
protein heterotrimerization	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.0018	1.0	1.0	1.0
protein import	{'Gpihbp1', 'Apoe'}	1.0	0.003	1.0	1.0	0.0475	0.0481	1.0	1.0	1.0
protein insertion into mitochondrial inner membrane	{'n/a (just one condition)'}	1.0	0.0021	1.0	1.0	1.0	1.0	1.0	1.0	1.0
protein insertion into mitochondrial membrane	{'n/a (just one condition)'}	1.0	0.00049	1.0	1.0	1.0	1.0	1.0	1.0	1.0
protein kinase A signaling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.040999999999999995	1.0	1.0	1.0
protein kinase B signaling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0013
protein kinase C signaling	{'Plek', 'Pdgfb', 'Prkch'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0058	0.017
protein localization	{'Unc93b1', 'Ncf1', 'Egr2', 'Dab2', 'Snx8', 'Nsf', 'Tbc1d9', 'Dennd2a', 'Abl2', 'Rab7b', 'Myo7a', 'Arrb2', 'Msr1', 'Snx1', 'Tnfaip2', 'Rab31', 'Anxa2', 'Rftn1', 'Mcoln2', 'Rab8b', 'Lamp2', 'Tlr2', 'Itgb2', 'Tlr4', 'Gnptab', 'Bid', 'Apobec1', 'Osbpl8', 'Il1rn', 'Syk', 'Npc1', 'Cfl1', 'Folr2', 'Ywhah', 'Col1a1', 'Fyb', 'Plek', 'Clu', 'Snx5', 'Mmp12', 'Rap2a', 'Myo5a', 'Sh3pxd2b', 'Rab3il1', 'Abca1', 'Rab29', 'Cd63', 'Slc15a3', 'Anxa1', 'C1qtnf5', 'Ap1s2', 'Tmed9', 'Ildr2', 'Tnfaip3', 'Abcg1', 'Steap3', 'Tgfb1', 'Crlf2', 'Fcer1g', 'Erp29', 'Rab11fip5'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0253	1.0	0.004
protein localization to cell periphery	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0019	1.0
protein localization to cell surface	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0237	1.0
protein localization to juxtaparanode region of axon	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0419	1.0	1.0	1.0	1.0
protein localization to membrane	{'Rftn2', 'Kcnip4', 'Tub', 'Ank2', 'Ramp1', 'Arhgef9', 'Cacnb2', 'Tnik', 'Fgf13', 'Slmap', 'Apoe', 'Rock1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0027	0.0335
protein localization to mitochondrion	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0475	1.0	1.0	1.0	1.0
protein localization to paranode region of axon	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0419	1.0	1.0	1.0	1.0
protein localization to photoreceptor outer segment	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0142	1.0
protein localization to plasma membrane	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0038	1.0
protein maturation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00059
protein metabolic process	{'Csf1r'}	0.0182	0.0048	1.0	1.0	8.78e-05	0.0176	5.27e-05	0.0219	1.3e-07
protein oxidation	{'n/a (just one condition)'}	1.0	0.0026	1.0	1.0	1.0	1.0	1.0	1.0	1.0
protein phosphorylation	{'No common gene'}	1.0	1.0	1.0	1.0	0.0474	1.0	0.0094	1.71e-06	0.0158
protein processing	{'No common gene'}	0.0346	1.0	1.0	1.0	0.0051	0.0318	0.0198	1.0	3.53e-05
protein refolding	{'n/a (just one condition)'}	1.0	0.0348	1.0	1.0	1.0	1.0	1.0	1.0	1.0
protein secretion	{'Plek', 'C1qtnf5', 'Tlr4', 'Tlr2', 'Ildr2', 'Gnptab', 'Rab8b', 'Myo5a', 'Il1rn', 'Abca1', 'Steap3', 'Crlf2', 'Rab11fip5', 'Anxa1', 'Erp29', 'Mcoln2'}	1.0	1.0	1.0	1.0	1.0	1.0	2.730000000000001e-05	1.0	1.94e-08
protein targeting	{'Timm8a1', 'Chchd4', 'Timm9'}	1.0	0.0013	1.0	1.0	0.0475	1.0	1.0	1.0	1.0
protein targeting to mitochondrion	{'Timm8a1', 'Chchd4'}	0.0207	1.47e-05	1.0	1.0	0.0475	1.0	1.0	1.0	1.0
protein transmembrane import into intracellular organelle	{'n/a (just one condition)'}	1.0	0.00047999999999999996	1.0	1.0	1.0	1.0	1.0	1.0	1.0
protein transmembrane transport	{'Chchd4', 'Gpihbp1', 'Timm9'}	1.0	0.00013000000000000002	1.0	1.0	0.0475	1.0	1.0	1.0	1.0
protein transport	{'Unc93b1', 'Ncf1', 'Egr2', 'Dab2', 'Snx8', 'Nsf', 'Tbc1d9', 'Dennd2a', 'Rab7b', 'Msr1', 'Myo7a', 'Arrb2', 'Snx1', 'Rab31', 'Rab8b', 'Rftn1', 'Mcoln2', 'Lamp2', 'Tlr2', 'Bid', 'Tlr4', 'Gnptab', 'Apobec1', 'Il1rn', 'Syk', 'Cfl1', 'Ywhah', 'Folr2', 'Col1a1', 'Plek', 'Mmp12', 'Clu', 'Snx5', 'Myo5a', 'Rab3il1', 'Abca1', 'Rab29', 'Cd63', 'Slc15a3', 'Anxa1', 'C1qtnf5', 'Ap1s2', 'Tmed9', 'Ildr2', 'Abcg1', 'Steap3', 'Tgfb1', 'Crlf2', 'Erp29', 'Rab11fip5'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0012	1.0	0.00016999999999999999
protein trimerization	{'Col1a1', 'C1qtnf1', 'Scara5'}	0.0152	1.0	1.0	1.0	0.0007599999999999999	0.0014	1.0	1.0	1.0
protein-containing complex assembly	{'n/a (just one condition)'}	1.0	6.71e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0
protein-containing complex subunit organization	{'n/a (just one condition)'}	1.0	1.9399999999999997e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0
proteoglycan biosynthetic process	{'Acan', 'Xylt2', 'Hs6st1', 'Dse', 'Chst11', 'Hs6st2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0008	1.0	0.006
proteoglycan catabolic process	{'Hpse', 'Adamts12'}	0.0071	1.0	1.0	1.0	0.0257	1.0	1.0	1.0	1.0
proteoglycan metabolic process	{'No common gene'}	0.0165	0.0156	1.0	1.0	0.0041	0.0368	5.6399999999999995e-05	1.0	0.00036
proteolysis	{'C1ra', 'Cfb', 'Mmp2', 'Ctsk'}	0.0036	0.0064	1.0	1.0	0.0013	1.0	1.0	1.0	0.0018
proton transmembrane transport	{'No common gene'}	1.0	0.0001	1.0	1.0	1.0	1.0	0.0339	1.0	0.0077
pulmonary valve development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0121	1.0
pulmonary valve morphogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0443	1.0
purine nucleoside bisphosphate biosynthetic process	{'n/a (just one condition)'}	1.0	0.025	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purine nucleoside bisphosphate metabolic process	{'n/a (just one condition)'}	1.0	0.0111	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purine ribonucleoside monophosphate metabolic process	{'n/a (just one condition)'}	1.0	2.04e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purine ribonucleoside triphosphate metabolic process	{'n/a (just one condition)'}	1.0	1.39e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purine ribonucleotide biosynthetic process	{'n/a (just one condition)'}	1.0	0.0033	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purine ribonucleotide metabolic process	{'n/a (just one condition)'}	1.0	4.43e-08	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purine-containing compound catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.042	1.0
purine-containing compound metabolic process	{'n/a (just one condition)'}	1.0	4.43e-08	1.0	1.0	1.0	1.0	1.0	1.0	1.0
purinergic nucleotide receptor signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0314
pyroptosis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.329999999999999e-05
reactive oxygen species biosynthetic process	{'Ncf1', 'Cybb'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0112	0.0016	0.00047999999999999996
reactive oxygen species metabolic process	{'Ncf2', 'Ncf1', 'Cybb'}	1.0	1.0	1.0	1.0	1.0	1.0	1.3300000000000001e-05	0.0372	7.67e-06
receptor internalization	{'Itgb2', 'Arrb2', 'Syk', 'Htr2b', 'Snx1', 'Grb2', 'Rab31', 'Fcer1g'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0052	1.0	0.0129
receptor localization to non-motile cilium	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0457	1.0
receptor metabolic process	{'Itgb2', 'Arrb2', 'Lgmn', 'Syk', 'Tgfb1', 'Grb2', 'Htr2b', 'Snx1', 'Rab31', 'Fcer1g'}	1.0	1.0	1.0	1.0	1.0	1.0	0.01	1.0	0.0171
receptor-mediated endocytosis	{'No common gene'}	0.00037999999999999997	0.0051	1.0	0.0031	1.05e-08	2.88e-08	3.68e-09	1.76e-06	6.920000000000002e-09
reflex	{'Npnt', 'Satb1', 'Kcnma1', 'Foxp2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0237	0.0259
regeneration	{'No common gene'}	1.0	0.0464	1.0	1.0	0.00044	0.0015	0.00013000000000000002	0.0086	4.36e-05
regionalization	{'Hhip'}	0.0061	1.0	1.0	1.0	1.0	1.0	1.0	0.0132	0.0043
regulated exocytosis	{'Plek', 'Myo1f', 'Syk', 'Fcer1g', 'Cd300a'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0073	0.0334	0.004
regulation of B cell activation	{'Nfam1', 'Syk', 'Cd300a', 'Fcgr2b'}	1.0	1.0	1.0	1.0	0.00026000000000000003	0.0075	0.00029	1.25e-05	1.39e-06
regulation of B cell differentiation	{'Nfam1', 'Syk'}	1.0	1.0	1.0	1.0	0.0011	0.0008	0.0038	0.0085	0.0015
regulation of B cell proliferation	{'Cd300a', 'Fcgr2b'}	1.0	1.0	1.0	1.0	0.0046	0.0394	0.027999999999999997	2.75e-06	4.28e-05
regulation of B cell receptor signaling pathway	{'Nfam1', 'Cd300a'}	1.0	1.0	1.0	1.0	0.031	1.0	0.0055	0.0058	0.00015
regulation of BMP signaling pathway	{'Fbn1', 'Gpc3', 'Sfrp1'}	0.0464	1.0	1.0	1.0	0.0244	0.0089	1.0	1.0	1.0
regulation of CD4-positive, alpha-beta T cell activation	{'No common gene'}	1.0	1.0	1.0	1.0	0.0474	0.0015	0.0081	0.0063	1.69e-06
regulation of CD4-positive, alpha-beta T cell differentiation	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	0.0227	0.0275	0.0371	1.4000000000000001e-05
regulation of CD4-positive, alpha-beta T cell proliferation	{'Tgfbr2', 'Cd44'}	1.0	1.0	1.0	1.0	0.0122	0.0368	1.0	1.0	1.0
regulation of CD8-positive, alpha-beta T cell activation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0395	1.0
regulation of Cdc42 protein signal transduction	{'n/a (just one condition)'}	1.0	0.0218	1.0	1.0	1.0	1.0	1.0	1.0	1.0
regulation of DNA-binding transcription factor activity	{'Itgb2', 'Fcgr2b', 'Syk', 'Hck', 'Nfam1'}	1.0	1.0	1.0	1.0	0.0013	0.0132	0.00031	0.001	5.970000000000001e-07
regulation of ERK1 and ERK2 cascade	{'Csf1r'}	0.0023	0.0437	1.0	1.0	0.0037	0.0176	1.24e-06	4.58e-06	2.0399999999999998e-12
regulation of Fc receptor mediated stimulatory signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0415
regulation of G protein-coupled receptor signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0408	1.0
regulation of G1/S transition of mitotic cell cycle	{'Plk3', 'Zc3h12d', 'Cdkn1a'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	0.0089
regulation of GTPase activity	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0081	0.0014	3.29e-10
regulation of I-kappaB kinase/NF-kappaB signaling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1e-05
regulation of JNK cascade	{'Sfrp1'}	0.0072	1.0	1.0	1.0	1.0	1.0	0.0012	1.0	6.45e-07
regulation of JUN kinase activity	{'Sfrp1'}	0.009000000000000001	1.0	1.0	1.0	1.0	1.0	0.0193	1.0	9.54e-06
regulation of MAP kinase activity	{'No common gene'}	0.0096	1.0	1.0	1.0	0.0053	1.0	3.22e-06	0.0076	0.0347
regulation of MAPK cascade	{'No common gene'}	2.0600000000000006e-05	0.0089	1.0	1.0	6.29e-07	9.17e-05	3.81e-13	1.6e-06	0.0043
regulation of MyD88-dependent toll-like receptor signaling pathway	{'Irf7', 'Cd300lf', 'Cd300a'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0032	0.0219
regulation of NAD(P)H oxidase activity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.0368	1.0	1.0	1.0
regulation of NIK/NF-kappaB signaling	{'Cd14', 'Havcr2', 'Grem1', 'Tlr9', 'Bcl3', 'Il1b', 'Tlr1', 'Tlr7'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00095	1.0699999999999999e-07
regulation of Notch signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0062	1.0
regulation of RNA metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0007599999999999999	1.0
regulation of Ras protein signal transduction	{'Cyth4', 'Gpr35', 'Rasa3'}	1.0	1.0	1.0	1.0	0.0223	1.0	1.0	4.73e-05	0.0032
regulation of Rho protein signal transduction	{'No common gene'}	1.0	1.0	1.0	1.0	0.0261	1.0	1.0	0.00057	0.0141
regulation of SMAD protein signal transduction	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0029	1.0
regulation of T cell activation	{'Syk', 'Cd300a'}	1.0	1.0	1.0	1.0	1.0	0.0063	0.0097	0.00011	1.2699999999999999e-11
regulation of T cell apoptotic process	{'Adam8', 'Lgals3', 'Siglec1'}	1.0	1.0	1.0	0.0139	1.0	1.0	1.0	1.0	0.0243
regulation of T cell differentiation	{'Syk'}	1.0	1.0	1.0	1.0	1.0	0.0129	1.0	0.0053	1.07e-06
regulation of T cell mediated cytotoxicity	{'H2-D1', 'H2-K1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0175	0.00028
regulation of T cell mediated immunity	{'Vsir', 'H2-D1', 'H2-K1', 'Il1b'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0194	0.00023999999999999998
regulation of T cell migration	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0005200000000000001
regulation of T cell proliferation	{'Syk'}	1.0	1.0	1.0	1.0	1.0	0.0071	0.0322	0.0016	5.2300000000000005e-08
regulation of T cell receptor signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0419
regulation of T cell tolerance induction	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.040999999999999995	1.0	1.0	1.0
regulation of T-helper 1 cell differentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0112
regulation of T-helper 1 type immune response	{'Il4ra', 'Havcr2', 'Slc11a1', 'H2-Ab1', 'Il1b', 'Jak3'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0013	0.00031
regulation of T-helper 2 cell differentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0112
regulation of T-helper cell differentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0011
